Idx	Day of Expt	Sample_Type	QC	Batch 	Order	Sample_id	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36	M37	M38	M39	M40	M41	M42	M43	M44	M45	M46	M47	M48	M49	M50	M51	M52	M53	M54	M55	M56	M57	M58	M59	M60	M61	M62	M63	M64	M65	M66	M67	M68	M69	M70	M71	M72	M73	M74	M75	M76	M77	M78	M79	M80	M81	M82	M83	M84	M85	M86	M87	M88	M89	M90	M91	M92	M93	M94	M95	M96	M97	M98	M99	M100	M101	M102	M103	M104	M105	M106	M107	M108	M109	M110	M111	M112	M113	M114	M115	M116	M117	M118	M119	M120	M121	M122	M123	M124	M125	M126	M127	M128	M129
125	2014-12-18	Sample	0	4	125	sample_125	50.8	772.5	116.3	86.4	153.5	256.8	31.4	89.2	28.7	203.3	185.1	101.3	242.1	145.2	67.1	94.1	55.6	142.4	118.8	28.2	19.8	53.2	739.8	31.7	31.0	26.8	86.2	16.9	179.3	72.1	82.2	226.8	640.1	124.0	159.3	126.6	172.8	245.0	220.6	83.8	144.3	380.4	37.2	99.7	12138.8	603.3	209.9	22073.2	535.8	244.7	866.9	134.0	787.9	11.8	433.8	274.6	908.3	642.4	1012.0	460.4	805.8	736.7	1143.7	564.3	727.1	1080.5	169.6	136.3	60.0	142.8	79.0	5.4	134.1	58.6	169.7	399.2	430.1	35.3	67.9	434.7	1044.3		225.4	79.2	49.5	164.5	55.5	342.9	708.7	135.7	94.6	14.7	158.8	183.8	130.4		9.6	129.2	33.4	249.3	64.5		119.2	358.5	139.0	61.3	760.4	90.9	47.1	5.6	34.0	553.6	88.2	300.3	46.1	28.1	205.7	138.9	105.9	179.1	8.5	43.0	167.4	297.8	889.2	63.2	470.5	78.0	330.9
126	2014-12-18	Sample	0	4	126	sample_126	8.6	4.8	12.8	32.8	94.4	18.9	16.3	20.9	15.1		607.3	13.0	227.6	40.6	39.6	37.4	14.8	197.5	41.1	5.5			78.0	58.7	16.2			24.6	107.8	345.0	43.9	53.3	109.8	39.7	0.1	12.2	37.0	117.1	34.0	10.9	15.0	66.6		36.2	267.6	136.3	147.6	5029.9	175.6	323.3	255.1	84.1	217.3	1.9	6.9	50.5	224.1	183.5	223.3	1.5	180.9	200.0	168.6	124.2	121.3	98.2	55.9	358.3	15.2	30.1	11.1	50.7	32.7	10.3	76.1	12.5	2.0	1.7	158.7	87.9	1.2		127.6	62.5	36.9	45.3	9.9	83.9	484.0	73.5	34.1		63.3	385.2	16.1	11.3	6.8	24.1	24.4	7.8	19.6	86.8	117.2	60.7	57.1	12.4	66.8	30.7	53.0	64.6	29.6	84.6	21.6	40.4	16.4	4.3	51.7	213.8	60.1	69.7	5.9	15.1	77.7	152.7	198.7	62.0	81.4	64.9	62.0
127	2014-12-18	QC	1	4	127	sample_127		180.1	120.1	35.3	168.4		39.3	47.3	30.9	133.0	87.2	40.8	80.5	29.4	27.4	198.2		113.7	73.5	31.1	3.4	0.3	432.8	151.1	19.5	14.1	27.9	16.1	97.5	36.5	18.5	92.4	292.4	31.1	93.3	13.1	29.9	240.3	10.6	29.8	34.3	197.9	6.2	124.1	603.1	169.5	444.0	7823.2	256.1	100.7	463.8	97.6	411.5	1.5	114.1	100.0	494.0	332.0	350.7	105.7	823.5		278.6	235.3	249.4	3036.2	89.1	90.8	34.4	17.9	25.9	37.6	134.4	10.8	105.4	105.1	384.4	18.3		464.3	401.6	4.8	174.2	67.0	45.7	37.0	24.8	148.9	389.0	28.1	38.5	24.7	37.8	180.8	47.8	7.7	23.6	34.0	122.0		30.2	117.4	42.4	240.8	47.2	31.6	221.5	31.7	31.4	116.1	3.7	169.9	39.8	109.9	277.8	35.9	325.7	234.7	125.6	99.3	5.7	16.7	353.2	481.4	148.3	36.3	32.5	660.6	194.5
128	2014-12-18	Sample	0	4	128	sample_128	0.4	218.6	12.4	73.9	67.0	21.0	16.7	22.4	11.2	137.0	24.2	34.1	68.4	42.9	22.0	71.1		109.2	45.4	16.5	43.4		287.2	0.8	11.9	31.7	4.6	20.8	27.6	14.7	24.1	110.3	155.6	123.4	2.2	21.6	39.7	76.6	55.9	59.2		126.5	13.9	37.9	3223.0	93.3	328.7	7251.9	265.9	106.4	1078.7	200.6	245.4		110.5	108.6	181.2	210.6	184.1		265.9	193.3	362.1	70.5	159.3	582.6	75.6	72.4	33.5	276.7	23.1		63.5	7.8	141.6	254.2	217.9	4.4	60.4	377.1	250.6	2.3	145.3	81.6	38.9	56.5	32.1	1.7	238.2	30.4	47.4	15.4	102.4	141.1		4.3	10.9	28.9	16.1	4525.7	14.1		14.4	191.7	224.4	40.0	162.8	13.3	29.9	18.2	14.5	93.3	16.2	33.3	95.5	38.2	60.4	36.5	77.5	5.0	10.3	10.8	548.4	210.8	191.9	26.6	292.8	194.9	114.8
129	2014-12-18	Sample	0	4	129	sample_129		682.7	57.9	7.3	822.9	106.5	52.8	99.8	211.9	199.6	782.8	59.2	211.4	86.4	65.5	659.9	78.6	140.0		94.6	110.7	159.1	1381.2	382.9	44.9	23.6	1062.5	91.8	246.1	77.9	264.0	179.1	667.9		389.8		174.5	734.3	155.5	154.1		257.8	22.5		5817.8	3749.4	190.7	16951.4	463.4	98.0	898.9	203.6	2455.7	2.8		231.1	1188.3	4738.0	1047.1	1070.6		1570.3	2231.2	142.9	1706.0	266.2	308.4	611.8	96.8	111.7	62.4	262.6	96.8	56.8	220.4	1944.2		27.8		268.5	2855.2	405.0	8918.0	198.8	154.0	152.0	58.6	299.9	886.4	402.1	177.9	33.8	119.6	364.7	69.0	11.4	7.0	143.5	126.8	4.1	68.7		352.6		85.6	182.5	45.5	69.2	34.9	359.1	173.6	442.9		250.7	118.4	27.9	15.4	231.8	55.8	934.9	21.2	43.4	172.5	746.1	260.8	30.6	184.2	275.3	365.6
130	2014-12-18	Sample	0	4	130	sample_130	163.1	341.5	147.2	24.9	53.8	30.2	38.3	51.8	23.1	6.1	139.1	45.2	73.9	85.5	72.2	63.5		127.3	94.5	73.3	6.5	37.5	450.5	122.1	9.4	17.8	56.8	30.8	121.8	53.9	11.7	360.4	225.0	85.3	95.9	60.4	57.1	141.9	14.3	23.0	94.2	192.5	10.1	47.8	2597.2	2736.5		6999.8	323.2	203.5	423.7	400.7	486.5	8.5	123.4	30.9	372.8	348.9	209.4	482.7	650.4	347.2	724.3	407.2	342.6	1112.5	70.1	52.2	91.9	22.2	22.4	107.5	69.0	19.6	99.9	977.1	217.4		10.8	117.3	269.9	22.4	563.3	4.8	33.1	86.0	47.7	202.1	702.0	33.7	69.1	18.9	48.1	1103.1		1.2	11.7	14.3	34.1	75.8	29.6	177.1	203.2	371.8	44.7	20.2	260.4	14.7	27.6	16.1	6.2	248.0	392.5	164.3	30.2	17.3	261.0	63.4	111.8	160.3	9.1	23.3	367.7	225.4	259.7	26.5	12.0	199.5	223.8
131	2014-12-18	Sample	0	4	131	sample_131	25.3	235.9	50.2	38.3	167.7	72.8		90.6		17.9	553.1	164.4	3167.9	140.2	119.9	27.7	17.8	40.1	29.1	69.5	148.6	27.5	461.4		18.3	17.0	36.9		4719.0	858.6	6.1	56.5	183.3	220.0	40.4	82.8	111.2	48.8	58.8	33.7	32.0	106.3	14.3	37.4	844.9	295.2	265.0	10828.7	315.4	363.7	438.7	114.5	339.2		226.6	90.1	558.2	377.5	161.9	275.3	442.4	372.9	802.1	431.0	298.7	181.4	78.2	540.2	20.4	64.1	47.3	78.6	39.0	34.4	119.8	263.2	326.3	20.4	398.6	237.8	170.7	51.5	1044.5	89.2	67.4	68.9	26.5	255.2	503.7	148.1	33.7	7.7	73.3	183.6	2.0	10.8	10.7	262.1	29.9	140.8	41.2	20.9	173.0	295.1	15.5	51.6	205.8	20.1	14.2	3.8	24.8	171.0	70.9	81.9		29.0	46.0	178.3	35.3	49.7	14.0	42.7	75.1	201.3	248.7	26.9	162.3	12.2	163.7
132	2014-12-18	Sample	0	4	132	sample_132	89.9	112.8	195.2	6.4	56.7	0.2	23.6	21.5	99.5		35.8	55.8	52.3	28.8	24.2	113.0	20.8	23.0	63.5	54.0			191.8	54.7	9.5	10.8	103.4		14.3	12.2	10.2	108.9	135.1	41.9	350.5	15.7	19.5	239.4	19.1	43.4	16.2	12.5	16.9	32.7	1220.2	73.6	111.9	3707.3	139.1	91.6	230.5	111.5	389.3	3.9	51.2		313.1	174.3	150.1	145.7	452.9	403.5	474.2	27.8	444.4	904.0	95.4	214.5	40.4	8.2	10.5	59.8	39.1	9.6	34.7	259.5	111.6	1.1		711.4	610.6	45.3	117.2	78.5	12.2	14.1	9.4	78.3	199.9	41.2	22.8	0.9	23.8	91.4	40.7	7.3		23.1	48.7		29.2	37.0	121.1	184.0	21.7	50.3	122.0	6.7	101.6	56.6		26.8	112.3	75.0	27.9	22.0	86.6	83.4	35.7	93.8	14.2	11.7	60.6	355.8	149.4	58.3	71.3	74.0	53.9
133	2014-12-18	Sample	0	4	133	sample_133	12.3	81.0	45.0	53.8	44.6	18.7	13.4	34.3	9.8	6.2	134.0	28.5	61.1	27.8	44.3	72.2	96.4	150.0	7.3	19.4	69.2	2.2	159.4		11.0		30.0	6.2	77.6	27.5	12.0	115.1	312.8	75.7	93.2	11.2	25.2	20.0	36.2	59.8	25.2	37.3	13.4	21.7	1883.3	131.7		6526.5	235.9	87.7	200.1	198.5	268.8		7.9	45.2	272.7	108.0	102.9		245.9	316.8	356.1	201.2	212.2	1517.1	54.1	35.9	66.3	32.2	24.7	41.7	34.7	12.1	81.8	316.2	3.0			6780.8	372.8		90.1	28.2	37.4	88.4	13.6	94.7	248.1	32.9	37.6	5.2	36.3	439.9	7.5	8.3		23.8	18.6	55.2	22.3	1.1	76.7	143.2	917.4	20.5	122.2	29.7	54.5	118.3	48.5	171.7		139.0	22.1	16.3	281.4	58.4	113.9	0.2		17.6	54.6	135.2	76.2	5.5	43.9	57.6	156.0
134	2014-12-18	Sample	0	4	134	sample_134	133.9	172.6	121.5	128.4	324.6	79.7	38.9	162.0	41.6	450.4	112.7	103.1	887.0	133.9	88.0	36.1	18.3	336.3	84.1	48.8	42.0	9.2	159.5	88.0	16.8	23.8	52.2	11.3	1132.2	358.6	115.6	54.6	545.2	100.3	689.9	92.3	201.5	174.3	71.9	29.5	54.4	45.4	23.7	155.9	3808.3	58.3	586.7	11911.5	230.2	244.4	368.1	124.3	569.1	24.2	245.4	111.1	228.3	351.5	615.6	184.2	206.6	491.3	587.2	180.5	566.4	1637.4	145.4	171.8	70.8	81.3	78.3	214.5	74.3	49.2	193.9	482.0	202.8		190.4	7275.9	109.4	16.5	542.8	596.2	63.8	117.1	33.9	218.1	710.4	148.1	57.3	0.9	84.0	831.8	20.7	0.4	15.8	346.2	29.8	71.6	83.7	235.1	360.3	243.2	207.0	194.0	255.4	98.1	413.5	108.7	171.3	312.4		155.5	150.0	34.4	205.3	310.8	208.3	108.8	0.5	36.7	485.8	430.5	338.2	37.1	249.6	1868.7	325.8
135	2014-12-18	Sample	0	4	135	sample_135	7.5	390.5	67.9	38.4	58.9	26.5	42.3	62.3		68.3	23.2	44.8	118.3	39.0	75.4	57.7		28.2	34.6	22.4		17.1	334.5	13.7	15.4	16.7	22.2	8.4	58.7	23.0	43.1	68.8	563.0		1402.5	16.6	90.5	168.1	31.4	70.5	36.4	107.4	15.2	49.4	3756.1	49.9	220.1	8167.4	260.8	812.0		272.7	724.0	1.0	77.1	58.5	429.4	659.9	349.1	372.3	202.1	360.3	669.4	696.7	328.6	51.2	142.0	215.5	20.4	112.9	24.0	37.0	37.1	8.7	124.9	866.4	341.1	13.0	57.8	139.4	879.4	7.5	760.8	38.0	25.6	90.2	43.1	124.9	203.4	46.8	65.0	5.8	66.4	75.0		8.4	0.7	29.6	61.8	29.0	7.7		17.2	194.2	26.0	57.2	289.9	9.5	22.1	75.3	133.2	101.1		70.3	18.2	18.8	107.2	62.9	33.1	20.3	23.9	24.6	121.5	919.9	148.5	14.3	174.2		145.5
136	2014-12-18	QC	1	4	136	sample_136	97.6	341.1	232.1	38.1	174.0	7.7	38.4	46.3	36.8	88.4	80.9	49.5	77.9	27.9	30.7	284.0	9.1	84.4	72.4	26.7	15.7	9.0	312.4	155.2	19.0	16.0	4.6	15.5	67.4	31.8	19.0	93.1	287.3		160.2	12.0	45.7	349.2	33.3	39.5	80.6	191.4	11.5	77.0	631.2	428.5	146.4	7846.5	257.6	96.0	337.3	95.3	745.1	1.2	7.6	56.0	470.2	195.4	422.8	99.1	1135.1	221.0	109.4	209.3	240.8	3194.8	92.7	161.2	36.1	18.4	26.2	154.0	128.3	14.2	95.6	318.7	411.1	9.7	24.2	432.1	393.7		110.5	15.1	31.5	36.3	14.9	139.5	407.6	31.1	38.5	16.2	59.5	261.1	3.2	19.1	24.6	57.2	50.2	75.5	26.5	44.0	195.5	244.2	42.6	29.0	218.9	22.7	20.1	102.2	7.3	205.4	127.0	82.4	300.5	30.9	144.4	195.9	179.1	80.7	4.1	17.5	220.1	496.7	138.0	36.9	141.5	675.7	200.8
137	2014-12-18	Sample	0	4	137	sample_137	405.3	510.7	521.9	91.9	732.1	145.7	492.6	95.1	143.2	150.1	194.7	124.2	686.4	166.7	79.4	277.5	187.6	375.1	192.4	255.6	11.0	65.7	847.3	221.9	171.8	132.5	112.5	129.6	266.7	783.5	156.9	225.8	1070.4	137.7		143.6	248.4	551.7	224.5	74.7	50.2	109.0	32.7	185.6	12557.7	145.2	763.7	16692.9	744.1	624.6	449.8	407.5	1552.5	82.9	420.8	109.3	457.3	633.9	1238.1		861.2	846.3	2480.1	223.1	962.1	7423.0	541.0	172.3	171.2	127.0	110.9	457.2	210.2	153.6	207.2	451.3	857.1	121.5	1.0	410.3	1434.2	9.7	16.2	4.0	163.8	208.3	39.9	483.3	1134.4	140.0	121.6	79.7	179.4	1199.1	84.3	26.1	12.5	110.6	5.8	330.0	101.4	149.6	344.9	970.8	112.4	58.0	1350.7	79.2	205.6	81.4	251.6	667.2	2.0	323.5	2134.5	41.6	1301.8	137.1	218.9	140.8	7.8	158.6	1418.2	742.5	768.7	609.4	60.1	317.3	401.7
138	2014-12-18	Sample	0	4	138	sample_138	45.4	191.6	41.0	18.7	40.8	32.2	46.5	25.9	7.3	42.2	50.7	30.5	500.0	26.3	21.0	13.2	12.6	44.8	23.7	12.7		12.7	84.5	0.8	13.6	6.8		27.9	690.7	134.1	8.8	15.2	242.3	0.2	277.2	13.3	39.1	36.1	18.2	24.9	13.6		8.7	4.2	2307.2	72.5	52.9	2753.6	35.5	99.4	24.6	43.4	179.0	8.2	45.1	26.5	84.6	132.6	109.1	23.2	61.2	74.4	171.9	81.1	148.8	819.0	64.7	38.4	17.6	15.6	9.4	15.7	21.1	12.3	39.9	60.2	118.6	13.1	2.0	1928.3	179.8	8.3	101.1	39.8	12.4	26.0	7.9	38.1	142.4	17.2	38.3	7.4	18.1	34.7		8.6	6.5	35.3	5.3	35.7	21.2	40.5	9.2	107.0	19.5	12.3	85.2	10.7	86.3	21.9	50.1	80.6	30.4	32.9	208.2	10.1	71.2	42.2	18.9	15.2	8.9	5.9	11.9	94.0	82.5	12.9	47.3	47.8	46.5
139	2014-12-18	Sample	0	4	139	sample_139	30.7	56.8	35.9	20.9	17.4		12.9	12.0	6.1	19.3	21.7	8.0	23.6	12.9	19.7	20.1	15.5	66.9	10.3	15.4		9.5	65.8	46.8	8.2	10.4	1.0		12.8	5.7	1.3	24.8	102.1	3.2	51.8	12.1	4.3	15.4	4.7	25.1	14.0	43.4	4.2	8.9	461.2	109.8	194.3	2042.7	71.9	35.9	145.0	43.3	77.0	1.2		26.9	119.2	97.7	84.3	56.1	64.6	63.0	133.3	109.6	111.6	2308.2	47.2	55.7	21.4	8.2	5.5	18.7	21.1	3.9	62.0	114.5	40.5		12.3	24.6	111.0	0.7	77.4	27.5	9.1	12.4	11.7	40.1	217.0	21.4	10.9	1.8	10.3	163.9	6.2	8.9	9.5	5.9	5.2		3.1	15.8	97.0	48.6	20.1	7.5	30.5	2.2	5.0	31.2	2.9	64.5		12.5	52.7	10.2	81.1	66.5	13.7	15.5		2.8	58.9	13.7	116.1	4.8	20.7	124.1	28.9
140	2014-12-18	QC	1	4	140	sample_140	99.8	342.7	247.4	28.0	166.6	11.1	43.4	47.4	50.3	106.0	55.5	46.1	77.6	30.4	28.5	196.1	0.7	154.3	73.2	29.2	36.4	45.6	309.7	113.7	27.2	14.9		22.2	59.1	25.6	12.3	97.4	278.9		155.4	11.8	35.5	166.1	33.5	21.2	78.0	213.5	7.9	51.0	606.7	431.3	569.7	7687.8	251.5	95.9	402.2	92.1	709.1	0.6	6.4	84.7	472.6	264.4	512.5	123.8	978.5	172.5	165.4	278.7	263.1	3168.9	155.6	172.1	35.8	11.0	27.3	93.3	121.9	13.6	94.3	324.4	258.3	1.7	27.2	432.2	452.3		208.1	87.6	5.9	40.5	19.2	140.5	387.5	35.3	44.6	10.6	64.4	65.5	6.6	18.5	19.4	53.0	44.4		28.5	63.4	209.1	233.6	46.3	36.2	215.6	30.7	30.0	128.2	8.2	140.6	110.9	87.1	296.4	31.4	340.3	231.7	154.5	97.0	0.8	18.5	207.7	354.8	21.9	37.3	129.4	670.1	202.5
